"prey","n.samples.x","fo.number.x","fo.number.LCL.x","fo.number.UCL.x","fo.percent.x","fo.percent.LCL.x","fo.percent.UCL.x","n.preyitems.x","na.number.x","na.number.LCL.x","na.number.UCL.x","na.percent.x","na.percent.LCL.x","na.percent.UCL.x","na.weighted.x","na.weighted.LCL.x","na.weighted.UCL.x","rank.fo.x","rank.na.x","rank.fo.inv.x","rank.na.inv.x","cum.fo.x","cum.na.x","fo.prim.x","na.prim.x","n.samples.y","fo.number.y","fo.number.LCL.y","fo.number.UCL.y","fo.percent.y","fo.percent.LCL.y","fo.percent.UCL.y","n.preyitems.y","na.number.y","na.number.LCL.y","na.number.UCL.y","na.percent.y","na.percent.LCL.y","na.percent.UCL.y","na.weighted.y","na.weighted.LCL.y","na.weighted.UCL.y","rank.fo.y","rank.na.y","rank.fo.inv.y","rank.na.inv.y","cum.fo.y","cum.na.y","fo.prim.y","na.prim.y"
"Notothenia squamifrons",750,7,2,12,0.933333333333333,0.266666666666667,1.60005340453939,13654,11,3,20,0.0805624725355207,0.0220355008843506,0.146750005742397,0.45551282051282,0.0877467948717949,0.928916666666667,12,13,20,19,328.933333333333,99.5752160539036,"non-primary","non-primary",661,10,4,16,1.51285930408472,0.605143721633888,2.42057488653555,9061,49,12,100,0.540779163447743,0.129178921629616,1.10615757069381,1.18306743684959,0.406989238069041,2.01897234447348,12,15,17,14,257.639939485628,98.4549166758636,"non-primary","non-primary"
"Paralepis atlantica",750,20,12,29,2.66666666666667,1.6,3.86666666666667,13654,25,14,37,0.18309652848982,0.10491057498004,0.277698276489298,0.420809177927085,0.145813189450606,0.829871321399459,19,19,13,13,320,98.938040134759,"non-primary","non-primary",661,8,3,14,1.21028744326778,0.453857791225416,2.11800302571861,9061,11,4,20,0.121399404039289,0.0422850226473099,0.219280025165543,0.119538070909898,0.0385277374909839,0.223551268052934,10,8,20,21,261.42208774584,99.812382739212,"non-primary","non-primary"
"Paralepis sp.",750,5,1,10,0.666666666666667,0.133333333333333,1.33333333333333,13654,6,1,12,0.0439431668375568,0.0075322050593759,0.0890781513297618,0.100364896916621,0.00830140485312899,0.26314677978471,8,8,23,24,331.066666666667,99.8754943606269,"non-primary","non-primary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Photichthys argenteus",750,2,0,5,0.266666666666667,0,0.666666666666667,13654,2,0,5,0.0146477222791856,0,0.0374479099064576,0.0493827160493827,0,0.14320987654321,5,4,27,27,332.666666666667,99.9487329720229,"non-primary","non-primary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Protomyctophum bolini",750,10,4,17,1.33333333333333,0.533333333333333,2.26666666666667,13654,18,6,34,0.13182950051267,0.0437168850704014,0.254587762430771,0.0945292700041574,0.0330606436235239,0.174632737759356,15,17,17,15,325.733333333333,99.209022996924,"non-primary","non-primary",661,11,5,18,1.66414523449319,0.75642965204236,2.7231467473525,9061,16,7,27,0.176580951329875,0.0735063723449322,0.30232085362736,0.458373445419669,0.0854478193671242,0.999113056500466,13,11,16,18,256.127080181543,99.3930029798036,"non-primary","non-primary"
"Protomyctophum choriodon",750,63,48.975,77.025,8.4,6.53,10.2833644859813,13654,167,101,248.025,1.223084810312,0.740624981440218,1.79678872807146,1.27769697956252,0.810862126732155,1.76628910114639,24,24,8,8,294.266666666667,96.1622967628534,"non-primary","non-primary",661,37,26,49,5.59757942511346,3.9392449456746,7.41301059001513,9061,115,58.975,198.025,1.26917558768348,0.651674827212479,2.17236343701496,0.792688912505846,0.46836453530116,1.20258125454964,17,19,12,10,243.267776096823,95.7289482397086,"non-primary","non-primary"
"Protomyctophum tenisoni",750,225,200,249,30,26.6666666666667,33.2,13654,2326,1875.875,2852.175,17.0353010106928,13.9335117263792,20.3331051136034,13.4837835729308,11.6332629935805,15.2593568938027,28,29,4,3,218.666666666667,64.442654167277,"primary","primary",661,173,151,195.025,26.1724659606657,22.8441754916793,29.5045385779123,9061,1714,1235,2284.025,18.9162344112129,14.264613149201,23.9837379487871,11.2700037271914,9.43773086973716,13.0397992032256,24,27,5,2,182.602118003026,44.8405253283302,"primary","primary"
"Protomytophum bolini",750,1,0,3,0.133333333333333,0,0.4,13654,8,0,24,0.0585908891167424,0,0.182186814728402,0.0463768115942029,0,0.139130434782609,4,10,30,22,333.066666666667,99.7802841658122,"non-primary","non-primary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Scopelosaurus ahlstromi",750,60,46,76,8,6.13333333333333,10.1333333333333,13654,87,64.975,113,0.637175919144573,0.463573833618573,0.830160863395754,0.726412173394886,0.511334927811793,0.96647302620365,23,22,9,10,302.266666666667,98.0005859088912,"non-primary","non-primary",661,7,2,12.025,1.0590015128593,0.302571860816944,1.81921331316187,9061,12,3,22,0.132435713497406,0.0351874282799949,0.246666852012994,0.0662066166929337,0.0172636351307955,0.124947674922407,8,9,21,20,262.481089258699,99.6909833351727,"non-primary","non-primary"
"Sternoptychidae",750,8,3,14,1.06666666666667,0.4,1.86666666666667,13654,10,3,18,0.0732386113959279,0.0236548487088119,0.132883246901991,0.102195738707752,0.0182713903743316,0.26086044099383,13,11,19,20,328,99.6484546652995,"non-primary","non-primary",661,3,0,7,0.453857791225416,0,1.0590015128593,9061,5,0,13,0.055181547290586,0,0.14312076114231,0.316325127217714,0,0.77018291844313,7,7,23,22,263.38880484115,99.8675642865026,"non-primary","non-primary"
"Symbolophorus boops",750,34,23,44,4.53333333333333,3.06666666666667,5.86666666666667,13654,62,40,85,0.454079390654753,0.295556778861277,0.614705099142203,0.620193399812145,0.348386219908124,0.918941246738667,21,21,11,11,313.866666666667,98.4546652995459,"non-primary","non-primary",661,31,21,42,4.68986384266263,3.17700453857791,6.35400907715582,9061,69,40,105,0.761505352610087,0.465020150417884,1.09818839751681,0.551635511456012,0.308719659421332,0.851544775744335,16,17,13,12,247.957639939486,97.3181768016775,"non-primary","non-primary"
"Lepidonotothen larseni",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,661,2,0,5,0.302571860816944,0,0.75642965204236,9061,3,0,8,0.0331089283743516,0,0.0932874799982616,0.201714573877963,0,0.605143721633888,4,5,25,24,263.993948562784,99.9448184527094,"non-primary","non-primary"
"Penguin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,661,54,40,68,8.16944024205749,6.06037683949938,10.2874432677761,9061,54,40,68,0.595960710738329,0.428212040559116,0.791163730994195,8.16944024205749,6.06037683949938,10.2874432677761,20,16,9,13,224.205748865356,97.9141375124158,"non-primary","non-primary"
