"prey","n.samples","fo.number","fo.number.LCL","fo.number.UCL","fo.percent","fo.percent.LCL","fo.percent.UCL","n.preyitems","na.number","na.number.LCL","na.number.UCL","na.percent","na.percent.LCL","na.percent.UCL","na.weighted","na.weighted.LCL","na.weighted.UCL","rank.fo","rank.na","rank.fo.inv","rank.na.inv","cum.fo","cum.na","fo.prim","na.prim"
"Protomyctophum bolini",750,10,4,17,1.33333333333333,0.533333333333333,2.26666666666667,13654,18,6,34,0.13182950051267,0.0437168850704014,0.254587762430771,0.0945292700041574,0.0330606436235239,0.174632737759356,15,17,17,15,325.733333333333,99.209022996924,"non-primary","non-primary"
"Krefftichthys anderssoni",750,11,5,18,1.46666666666667,0.666666666666667,2.4,13654,15,6,27,0.109857917093892,0.0446084755793376,0.199350407330472,0.0875268246909653,0.0332077590610205,0.160382760222095,17,16,14,16,321.466666666667,99.3188809140179,"non-primary","non-primary"
"Maurolicus muelleri",750,11,5,18,1.46666666666667,0.666666666666667,2.4,13654,12,5,20,0.0878863336751135,0.0374447881010993,0.150429399348401,0.158049051311508,0.0526638493674828,0.293898395661408,16,14,15,17,322.933333333333,99.406767247693,"non-primary","non-primary"
"Lampichthys procerus",750,9,4,15,1.2,0.533333333333333,2,13654,12,5,21,0.0878863336751135,0.0358150182399685,0.157415283600484,0.151961013645224,0.0282368377552693,0.369739933166249,14,15,18,18,326.933333333333,99.4946535813681,"non-primary","non-primary"
"Notothenia squamifrons",750,7,2,12,0.933333333333333,0.266666666666667,1.60005340453939,13654,11,3,20,0.0805624725355207,0.0220355008843506,0.146750005742397,0.45551282051282,0.0877467948717949,0.928916666666667,12,13,20,19,328.933333333333,99.5752160539036,"non-primary","non-primary"
"Sternoptychidae",750,8,3,14,1.06666666666667,0.4,1.86666666666667,13654,10,3,18,0.0732386113959279,0.0236548487088119,0.132883246901991,0.102195738707752,0.0182713903743316,0.26086044099383,13,11,19,20,328,99.6484546652995,"non-primary","non-primary"
"Gymnoscopelus braueri",750,6,2,11,0.8,0.266666666666667,1.46666666666667,13654,10,2,21,0.0732386113959279,0.0144788781814702,0.153853211009174,0.0806723201650738,0.0141089640365003,0.170695964998501,11,12,21,21,329.733333333333,99.7216932766955,"non-primary","non-primary"
"Protomytophum bolini",750,1,0,3,0.133333333333333,0,0.4,13654,8,0,24,0.0585908891167424,0,0.182186814728402,0.0463768115942029,0,0.139130434782609,4,10,30,22,333.066666666667,99.7802841658122,"non-primary","non-primary"
"Dissostichus eleginoides",750,5,1,10,0.666666666666667,0.133333333333333,1.33333333333333,13654,7,1,14,0.0512670279771496,0.00728837774698953,0.104791702209036,0.0452602190588461,0.00634920634920635,0.0944892462009602,9,9,22,23,330.4,99.8315511937894,"non-primary","non-primary"
"Paralepis sp.",750,5,1,10,0.666666666666667,0.133333333333333,1.33333333333333,13654,6,1,12,0.0439431668375568,0.0075322050593759,0.0890781513297618,0.100364896916621,0.00830140485312899,0.26314677978471,8,8,23,24,331.066666666667,99.8754943606269,"non-primary","non-primary"
"Bathylagus sp.",750,5,1,10,0.666666666666667,0.133333333333333,1.33333333333333,13654,5,1,10,0.036619305697964,0.00746009848473233,0.0742586253360452,0.0358545307461716,0.00555555555555555,0.0832244307979602,10,7,24,25,331.733333333333,99.9121136663249,"non-primary","non-primary"
"Cephalopod",750,3,0,7,0.4,0,0.933333333333333,13654,3,0,7,0.0219715834187784,0,0.0502068388239499,0.4,0,0.933333333333333,7,6,25,26,332.133333333333,99.9340852497437,"non-primary","non-primary"
"Photichthys argenteus",750,2,0,5,0.266666666666667,0,0.666666666666667,13654,2,0,5,0.0146477222791856,0,0.0374479099064576,0.0493827160493827,0,0.14320987654321,5,4,27,27,332.666666666667,99.9487329720229,"non-primary","non-primary"
"Electrona sp.",750,2,0,5,0.266666666666667,0,0.666666666666667,13654,2,0,5,0.0146477222791856,0,0.0371888226077585,0.00729243656072924,0,0.0186252771618625,6,2,26,28,332.4,99.963380694302,"non-primary","non-primary"
"Bathylagus gracilis",750,1,0,3.02499999999998,0.133333333333333,0,0.403854027592342,13654,2,0,6.04999999999995,0.0146477222791856,0,0.047167678078921,0.0140350877192982,0,0.0425109502728781,1,3,29,29,332.933333333333,99.9780284165812,"non-primary","non-primary"
"Lampichthys procerus ",750,1,0,3,0.133333333333333,0,0.4,13654,2,0,6,0.0146477222791856,0,0.0453965103017011,0.00459770114942529,0,0.0137931034482759,3,5,28,30,332.8,99.9926761388604,"non-primary","non-primary"
"Crustacean",750,1,0,4,0.133333333333333,0,0.533333333333333,13654,1,0,4,0.00732386113959279,0,0.028494705988959,0.133333333333333,0,0.533333333333333,2,1,31,31,333.2,100,"non-primary","non-primary"
